"id","title","full_text"
                     UNDP Office/Country
                    
                    UNDP-LAO/LAO PDR

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2512:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    CONSTRUCTION A MAKARY DOUBLE ET TOUROU
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-CMR-00594
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-CMR/CAMEROON                      

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2503:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultancy to Prepare an ""Investment Guide: Investing in Nigeria-as a Bridge
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-NGA-01121
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-NGA/NIGERIA                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    26-Jun-2506:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    UNDP-MDG-00611 CABINET POUR LE DEVELOPPEMENT ET LE DEPLOIEMENT DE LOGICIEL
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MDG-00611
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MDG/MADAGASCAR                    

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    14-Jul-2510:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    ITB- Construction of LOBOBORIO Piped Water Supply Systems in Moroto District
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-UGA-00425
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-UGA/UGANDA                        

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2504:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Baseline Study and Research Protocol Development under UNODC Global Programme
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-EGY-00612
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-EGY/EGYPT                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2507:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    UNDP-MDG-00609 CABINET POUR CONTROLE & SURVEILLANCE DE TRAVAUX DE REHABILITATION
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MDG-00609
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MDG/MADAGASCAR                    

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2510:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Recrutement d’un consultant charge de la conception d’un mécanisme de gestion
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MLI-00389
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MLI/MALI                          

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    26-Jun-2512:35 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Supply of Steel Butterfly Valves for the DCID
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TKM-00205
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TKM/TURKMENISTAN                  

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    26-Jun-2507:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultant – Implementation and delivery of technical assistance
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-EGY-00614
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-EGY/EGYPT                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2507:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    International consultant for conducting a Mid-term evaluation
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-UKR-01301
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-UKR/UKRAINE                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2505:55 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    11-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultor técnico de soporte al proceso de construcción participativa de la Segunda Comunicación de Adaptación en el marco del proceso de actualización de las Contribuciones Nacionalmente Determinadas
                  
				  
				  
                    
                     Ref No
                    
                    98612
                  

				  
                    
                     UNDP Office/Country
                    
                    Asunción/PARAGUAY                      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    27-Jun-25
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    National Consultant for the Tsunami Project in Palau
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-FJI-00635
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-FJI/PALAU                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2501:05 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    GED-RFQ Supply, delivery and installation of PV solar powerplant in Mostar, BiH
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BIH-01310
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BIH/BOSNIA AND HERZEGOVINA        

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Construction of 508 Houses in the Flood Affected Areas; UNDP-ITB-2025-130
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-PAK-01219
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-PAK/PAKISTAN                      

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    02-Jul-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP-Hiring Agencies for developing responsive Business plan -MP
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IND-00607
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IND/INDIA                         

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Situational Analysis and Policy Research on Access to Justice and ADR
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-JAM-00184
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-JAM/JAMAICA                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2508:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP_008_2025_Consul Firm Mgmt of Plastic Waste, Dev. Business Training for CSO
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-LAO-00517
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-LAO/LAO PDR

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    29-Jun-2512:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP_009_2025Consul Frim on TA for farmers on application of Financial mechanisms
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-LAO-00518
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-LAO/LAO PDR

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    29-Jun-2512:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Disbursement of cash grants to 1,500 market traders in Madagali Adamawa State
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-NGA-01118
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-NGA/NIGERIA                       

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    A firm to design Co-working space/Rapid Test and prototype Hub
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-VNM-01531
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-VNM/VIET NAM                      

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    26-Jun-2502:07 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    International Consutlatn to deliver training about rights of missing persons
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MNE-00587
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MNE/MONTENEGRO

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2504:23 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP_010_2025Consul Firm Support Dev of E-Learning Tools&Impletment Cap. Building
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-LAO-00519
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-LAO/LAO PDR

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2512:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP_011_2025 Consul Firm conduct baseline research, Lab analysis &research Metho
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-LAO-00520
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-LAO/LAO PDR

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2512:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    IC for updating and strengthening the Social and Environmental Standard (SES)
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IND-00605
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IND/INDIA                         

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    26-Jun-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFP-069-IND-2025-e-waste recycling facility in India
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IND-00606
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IND/INDIA                         

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultoría de análisis financiero de inversiones climáticas
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-URY-00061,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-URY/URUGUAY                       

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    04-Jul-2510:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    RFQ-070-IND-2025-Actuarial Modelling Tool for Parametric Insurance Pricing
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-IND-00608
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-IND/INDIA                         

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    CONSTRUCTION D’UN PAVILLON MEDICALISE NIVEAU 2 AU CNHUB-BANGUI
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-CAF-00359
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-CAF/CENTRAL AFRICAN REPUBLIC      

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2503:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Recrutement d’un Spécialiste national de la politique environnementale
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TGO-00225
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TGO/TOGO                          

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2506:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Recruitment of a consultancy Firm to train ADRS Secretariat staff
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-GMB-00383
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-GMB/GAMBIA                        

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2511:55 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Supply of Mobile Stage Truck
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-ARM-00723
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-ARM/ARMENIA                       

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    EUFRP-RFQ-Rehabilitation of 5 Housing units in Drvar municipality
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BIH-01311
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BIH/BOSNIA AND HERZEGOVINA        

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2507:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    LBN-CO-ITB-107-25-Supply and Delivery of Firefighter equipment for Lebanese Civi
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-LBN-00989
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-LBN/LEBANON                       

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2508:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Procurement of Software for Electronic Payment of Fines
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MNE-00585
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MNE/MONTENEGRO

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    07-Jul-2509:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Consultant to Develop Industrial Symbiosis Manual and Training Programme
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MNE-00588,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MNE/MONTENEGRO

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    03-Jul-2507:51 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Reannouncement -National Private Sector Partnership and communication
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BHR-00068
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BHR/BAHRAIN                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2505:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Prefabricated Building Construction and Marketplace Pergola Installation
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TUR-00573
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TUR/TURKEY                        

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    27-Jun-2509:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Entreprise spécialisée enseignement et l'intégration de l'adaptation curriculums
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-DZA-00210
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-DZA/ALGERIA                       

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    29-Jun-2510:30 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    ACQUISITION MATERIELS ET EQUIPEMENTS PEPINIERES JEUNES PLANTS
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MDG-00606
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MDG/MADAGASCAR                    

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2509:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    TRAVAUX D'AMENAGEMENT COMPLEMENTAIRES DANS LES CPC DE DOROPO-FERKE-DABOU
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-CIV-00330,3
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-CIV/COTE d'IVOIRE                 

                  


				  
                    
                     Process
                    
                    RFQ - Request for quotation
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2501:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    GTP-RFP-Development of Energy strategy of the FBIH, with a projection until 2055
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-BIH-01307
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-BIH/BOSNIA AND HERZEGOVINA        

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    16-Jul-2509:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Invitation to Bid Communications Services LTA
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-HQ-01488,1
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-HQ/SWITZERLAND                   

                  


				  
                    
                     Process
                    
                    ITB - Invitation to bid
                  
	  
				  
                    
                     Deadline
                    
                    18-Jul-2511:59 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Appel à proposition de projets d’ONG ou d’OSCs
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-TCD-00520
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-TCD/CHAD                          

                  


				  
                    
                     Process
                    
                    
                  
	  
				  
                    
                     Deadline
                    
                    25-Jun-2512:00 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Recrutement d'un cabinet-Acquisition de logiciel de gestion des courriers
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-MLI-00383
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-MLI/MALI                          

                  


				  
                    
                     Process
                    
                    RFP - Request for proposal
                  
	  
				  
                    
                     Deadline
                    
                    01-Jul-2512:56 PM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Cons. Indiv. Especialista en Infraestructura y Centro de Datos INFONA
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-PRY-00209
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-PRY/PARAGUAY                      

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    30-Jun-2509:00 AM (New York time)
                  				  

				  
                    
                     Posted
                    
                    10-Jun-25
                  				  

		
			  
				  


		

                  
                    
                      Title
                    
                    Recrutement d’un.e Expert national pour le Suivi de la CDN-GES, BTR1 & NC4/BTR2
                  
				  
				  
                    
                     Ref No
                    
                    UNDP-DZA-00211
                  

				  
                    
                     UNDP Office/Country
                    
                    UNDP-DZA/ALGERIA                       

                  


				  
                    
                     Process
                    
                    IC - Individual contractor
                  
	  
				  
                    
                     Deadline
                    
                    06-Jul-2511:20 AM (New York time)
                  				  

				  
                    
